split,event_id_cnty,event_date,year,country,notes,clean_notes,note_hash,duplicate_group_id
dev,ITA11143,2021-09-21,2021,Italy,"On 21 September 2021, a 'crowd', including a CONFCOMMERCIO representative and the town's mayor, gathered in Municipio square in Ventimiglia (Imperia, Liguria) to protest against the lack of security allegedly created by the migration crisis in the city and denounce the economic consequences entailed.",crowd including confcommercio representative town mayor gathered municipio square ventimiglia imperium liguria protest lack security allegedly created migration crisis city denounce economic consequence entailed,11601ff2ab22f13f3947272e033320e18f717841c4a62a20e119ab4e418d2c05,note-11601ff2ab22f13f
dev,ESP6939,2021-09-25,2021,Spain,"On 25 September 2021, hundreds of interim civil servants staged a protest caravan in Madrid to complain about public institutions' overuse of temporary contracts. The protest was called under the slogan 'Fijeza ya' (Fixity Now).",hundred interim civil servant staged protest caravan madrid complain public institution overuse temporary contract protest called slogan fijeza ya fixity,d960ef959f1cce713db001c53229ce6434cb074f9db2499abfc5bc17a8c88275,note-d960ef959f1cce71
dev,GBR3616,2021-09-28,2021,United Kingdom,"On 28 September 2021, taxi drivers representing the App Drivers' and Couriers' Union gathered outside Uber offices in Manchester as part of a 24-hour strike in protest over poor pay, conditions and unfair dismissals. Drivers demanded that rates be set at 2 GBP per mile. This was part of a series of co-ordinated strikes by members of the union across several cities in the country. In attendance were representatives of the Unite Union.",taxi driver representing app driver courier union gathered outside uber office manchester part 24 hour strike protest poor pay condition unfair dismissal driver demanded rate set 2 gbp per mile part series co ordinated strike member union across several city country attendance representative unite union,b286f64800c2472a58a6f0c6fdba6e586b90f13ee6dc1fcfbf787422bc4691f2,note-b286f64800c2472a
dev,ESP7137,2021-10-15,2021,Spain,"On 15 October 2021, CCOO and UGT trade union members protested in Zaragoza (Aragon) to support CGIL Italian union after neo-fascist groups attacked its headquarters on 9 October.",ccoo ugt trade union member protested zaragoza aragon support cgil italian union neo fascist group attacked headquarters 9 october,da253b6b613aff083ec7c6899160f1f17ed3e664f87fed33497a02ef5101deb8,note-da253b6b613aff08
dev,ITA12114,2021-10-25,2021,Italy,"On 25 October 2021, people gathered in Napoli at the call of Non Una di Meno to demand the recognition of vulvodynia, endometriosis, fibromyalgia, pudendal neuralgia and pelvic pain as chronic and disabling diseases.",people gathered napoli call non una di meno demand recognition vulvodynia endometriosis fibromyalgia pudendal neuralgia pelvic pain chronic disabling disease,ab1109928ada0fe9c7e05efd9e9abda6c9467a9224d101b1f9c7755c0c90bff1,note-ab1109928ada0fe9
dev,BEL1514,2021-10-26,2021,Belgium,"On 26 October 2021, around 30 activists of PVDA-PTB staged a protest at Place Saint-Lambert in Liege to denounce the current energy price crisis in Belgium.",around 30 activist pvda ptb staged protest place saint lambert liege denounce current energy price crisis belgium,a2061da9584aa86fba1845c51efc68c2a940b12b09148b71364ecf0654d28d41,note-a2061da9584aa86f
dev,DEU8511,2021-10-27,2021,Germany,"On 27 October 2021, more than 50 people protested in Puttlingen for the preservation of an old railroad embankment.",50 people protested puttlingen preservation old railroad embankment,14c7f9c27a85e9c2220b56d6a1476062e083339ff3b4fc10be85243926d24798,note-14c7f9c27a85e9c2
dev,GBR3820,2021-11-03,2021,United Kingdom,"On 3 November 2021, Ocean Rebellion climate activists and other campaigners demonstrated outside Bute House in Edinburgh, demanding an end to destructive fishing methods to protect the oceans. They projected slogans in English and French on the facade of the building to express their demands.",ocean rebellion climate activist campaigner demonstrated outside bute house edinburgh demanding end destructive fishing method protect ocean projected slogan english french facade building express demand,f4a663bb84e32be844204e793ac0934e09f47aae080b5dade70d9f553439f3be,note-f4a663bb84e32be8
dev,ESP7468,2021-11-08,2021,Spain,"On 8 November 2021, hairdressers protested in Aranda del Duero (Burgos, Castilla y Leon), calling on the government to reduce the VAT rate (from 21% to 10%) applied to their labour sector.",hairdresser protested aranda del duero burgos castilla leon calling government reduce vat rate 21 10 applied labour sector,12236525fb6f7e7f8556e0bf148b8486cbd58988027c643c7c836d9ca34f084b,note-12236525fb6f7e7f
dev,FRA13286,2021-11-20,2021,France,"On 20 November 2021, around 65 Yellow Vests gathered in two locations in Clermont-Ferrand, to commemorate the movement's third year anniversary. They denounced the decreasing purchasing power in France.",around 65 yellow vest gathered two location clermont ferrand commemorate movement third year anniversary denounced decreasing purchasing power france,c9cc28140ce5dda9abcf5e03f9f5971122dc2b61f9f2bed9e38b9aa80067d3bf,note-c9cc28140ce5dda9
dev,DEU8787,2021-12-10,2021,Germany,"On 10 December 2021, around 100 firefighters and Ver.di members protested in Hannover to call for more money and the reintroduction of a full Christmas bonus.",around 100 firefighter ver di member protested hannover call money reintroduction full christmas bonus,f6b281816cd75cb32d949901f79c5eb2989852f2fc3418fcef8bad3fbcd81aea,note-f6b281816cd75cb3
dev,POL3719,2021-12-19,2021,Poland,"On 19 December 2021, activists including KOD members gathered for a rally in Myslenice, protesting against a new law on media ownership, which they perceive as a harmful pressure of the government against independent media.",activist including kod member gathered rally myslenice protesting new law medium ownership perceive harmful pressure government independent medium,c4d1a3efbf80e9e747a316eadbd2313b267720ce2347f29683a6f2bbe3a3d695,note-c4d1a3efbf80e9e7
dev,FRA14109,2022-01-04,2022,France,"On 4 January 2022, around 100 SAM foundry workers affiliated to the CGT union, blocked the train station in Rodez to denounce the closure of their factory.",around 100 sam foundry worker affiliated cgt union blocked train station rodez denounce closure factory,275639d107c6e4ed4ff57f2841c84f58749f2808f3a381e0491dd7af744f7d27,note-275639d107c6e4ed
dev,ROU1803,2022-01-06,2022,Romania,"On 6 January 2022, hundreds of unionized employees of the ALRO aluminium plant protested in Slatina, complaining over the high prices of energy that led to the reduction of the production capacity and demanding permission for companies to negotiate energy delivery directly with energy producers.",hundred unionized employee alro aluminium plant protested slatina complaining high price energy led reduction production capacity demanding permission company negotiate energy delivery directly energy producer,e6f76d0227468376bd5c8bb465deb8f8db2e621b70f2ff1b3bc5f096ca545bf8,note-e6f76d0227468376
dev,FRA14136,2022-01-07,2022,France,"On 7 January 2022, around 50 persons, including members of the CGT, demonstrated in front of the train station in Guingamp. They denounced the project to cut of two to three positions.",around 50 person including member cgt demonstrated front train station guingamp denounced project cut two three position,ec9760befc2ff2a1186a48b9482f915f4f647b5899bd05d76aa430c89182f557,note-ec9760befc2ff2a1
dev,FRA14592,2022-01-19,2022,France,"On 19 January 2022, around 100 people demonstrated in front of the tribunal of Meaux to denounce the death a year of a prisoner at the hand of prison guards and call for justice.",around 100 people demonstrated front tribunal meaux denounce death year prisoner hand prison guard call justice,cab17c6360efec42c4c7e5e1755d4f94347a3f151bff9552056982fe584f67de,note-cab17c6360efec42
dev,SRB2183,2022-01-30,2022,Serbia,"On 30 January 2022, residents of Pakrovace near Cacak protested against the delayed payments for the land that was seized from them for the construction of a highway in their area, and claimed that the price offered to them for their land was too low.",resident pakrovace near cacak protested delayed payment land seized construction highway area claimed price offered land low,3213cc7c5866734a49ab37623dd4a61d61f7ea48994f9d4605e7f99225f0b03b,note-3213cc7c5866734a
dev,FRA15355,2022-02-17,2022,France,"On 17 February 2022, around 50 prison guards blocked the access to the prison of Metz, at the call of 3 unions (UNSA, CGT and SPS). They called for an increase of their salaries and denounced a 4 years extension of retirement age.",around 50 prison guard blocked access prison metz call 3 union unsa cgt sps called increase salary denounced 4 year extension retirement age,d7e17e76fc406e0e5471efb548487cf6306fa9ac3f36279ccd03ecf7385a32ef,note-d7e17e76fc406e0e
dev,SVN294,2022-02-18,2022,Slovenia,"On 18 February 2022, three activists gathered with a protest in Izola against a planned purchase of local docks by the military.",three activist gathered protest izola planned purchase local dock military,d423cc89bd752239e32a30a0e8c95423db194ee2bb9af70770c19db8c27afb72,note-d423cc89bd752239
dev,ESP8792,2022-02-19,2022,Spain,"On 19 February 2022, around 30 Moroccans protested in Ibiza (Balearic Islands), demanding the reopening of maritime and land borders.",around 30 moroccan protested ibiza balearic island demanding reopening maritime land border,da18fb82fb771e62440b3f6518abbd67c2a04d113df672fa3c28df5cba7d844f,note-da18fb82fb771e62
dev,HRV777,2022-03-05,2022,Croatia,"On 5 March 2022, around a hundred citizens gathered in Zadar to voice their opposition against handing over the building of the Zadar County to the Zadar Archdiocese. Protesters stated that the church wants to be a community of real estate instead of a community of believers.",around hundred citizen gathered zadar voice opposition handing building zadar county zadar archdiocese protester stated church want community real estate instead community believer,e79a3ff019bdc4381db6444af5a04c0edcb4fb8836aa11e1ceede28dedb89a76,note-e79a3ff019bdc438
dev,DEU11900,2022-03-14,2022,Germany,"On 14 March 2022, around 40 parents and children demonstrated in Irschenberg against the construction of a gravel pit in Oberhasling. Demonstrators denounced the danger of increased traffic caused by the expected gravel trucks.",around 40 parent child demonstrated irschenberg construction gravel pit oberhasling demonstrator denounced danger increased traffic caused expected gravel truck,e12c91ec5f6e1c0bc6de2417fa963c2fae0ff124919c81cd6726d6019443f506,note-e12c91ec5f6e1c0b
dev,ITA14966,2022-03-16,2022,Italy,"On 16 March 2022, striking fishers gathered at the port of Gallipoli (Lecce, Puglia) to protest against the increase in oil and gas prices and denounce the impact on their category.",striking fisher gathered port gallipoli lecce puglia protest increase oil gas price denounce impact category,19d75b16f9efaec6ce1575fe4b9d5a50688644497dfee1c7a143669ddcc91ba8,note-19d75b16f9efaec6
